pickup_longitude pickup_latitude dropoff_longitude dropoff_latitude passenger_count
-73.99491 40.75547 -74.00391 40.75666 1
-73.98505 40.74187 -74.00313 40.71809 1
-74.01006 40.72117 -73.99366 40.74898 1
-73.99241 40.74382 -73.97642 40.76378 3
-73.95918 40.76916 -73.95027 40.78653 2
-73.99108 40.75032 -73.97581 40.75153 1
-73.9782 40.7832 -73.96107 40.80664 1
-73.97755 40.77947 -73.98417 40.77142 1
-73.99468 40.75031 -73.99957 40.75069 1
-73.95609 40.76813 -73.97202 40.74371 1
-73.99241 40.74897 -74.00627 40.72359 1
-73.94475 40.77932 -73.95488 40.78505 1
-73.98638 40.74261 -73.98991 40.73546 1
-73.99359 40.73325 -74.01153 40.71358 1
-73.9707 40.75087 -73.97231 40.75364 1
-74.01735 40.70852 -74.01001 40.71459 1
-73.97797 40.76409 -73.96719 40.77081 1
-73.96168 40.7797 -73.9722 40.76548 1
-73.98599 40.77783 -73.96983 40.79991 2
-73.98917 40.75262 -73.99339 40.73938 1
-73.99064 40.75595 -73.97759 40.75362 1
-73.9759 40.74469 -73.99186 40.73112 1
-73.98266 40.77269 -74.00539 40.75123 2
-73.97634 40.78883 -73.95509 40.78447 1
-73.95568 40.788 -73.95703 40.78514 1
-73.98181 40.74623 -73.97509 40.74764 1
-73.96739 40.76519 -73.97101 40.75156 1
-73.96481 40.76378 -73.95439 40.766 1
-73.99469 40.75558 -73.99027 40.74754 2
-73.95452 40.76402 -73.96919 40.75764 1
-73.97123 40.78784 -73.97909 40.76348 1
-73.98591 40.73515 -73.9716 40.75132 1
-73.95052 40.78642 -73.95714 40.77498 1
-73.99129 40.74982 -73.98292 40.76277 1
-73.99081 40.75072 -73.98071 40.75673 1
-74.00784 40.71267 -74.00881 40.72336 1
-73.97108 40.75793 -73.95189 40.78166 1
-73.95297 40.80598 -73.98892 40.76348 3
-74.0096 40.72199 -74.01451 40.71772 1
-73.98091 40.74767 -73.96921 40.76064 1
-73.98121 40.74736 -74.00622 40.72339 1
-73.97578 40.78771 -73.98842 40.77863 1
-73.97495 40.77776 -73.98185 40.76702 1
-73.96642 40.79441 -73.97661 40.78044 1
-73.96687 40.75719 -73.97288 40.75096 2
-73.96616 40.75866 -73.97239 40.75237 1
-73.94614 40.77974 -73.95876 40.77155 1
-73.98631 40.73435 -74.00055 40.74156 3
-73.98119 40.72086 -73.98563 40.73266 1
-73.95196 40.77761 -73.97476 40.74424 1
-73.97779 40.78703 -73.99176 40.75796 1
-73.96847 40.77032 -73.97107 40.7618 1
-73.97649 40.78856 -73.98743 40.77925 1
-73.96096 40.76999 -73.96583 40.7686 1
-73.99574 40.739 -73.97091 40.75552 3
-73.97968 40.74352 -73.97874 40.75076 1
-73.97939 40.76293 -73.99884 40.7238 1
-73.99595 40.73443 -73.98236 40.75391 1
-73.94627 40.77275 -73.95573 40.76687 1
-73.97095 40.76437 -73.96476 40.77274 1
-73.97569 40.75705 -73.9822 40.74911 1
-73.93874 40.80513 -73.94952 40.80779 1
-73.97701 40.76429 -73.97318 40.78003 1
-74.00568 40.74833 -74.00578 40.72756 1
-73.9826 40.76748 -73.95783 40.77954 1
-73.99671 40.74267 -74.00422 40.74151 1
-73.9715 40.74826 -73.97278 40.7546 1
-73.98212 40.7781 -73.98504 40.76864 1
-74.005 40.71867 -74.0161 40.71115 1
-74.0069 40.73019 -74.016 40.71132 1
-73.97928 40.77685 -73.98462 40.77161 1
-73.94623 40.77298 -73.95764 40.76562 1
-74.00626 40.73338 -73.99971 40.74344 1
-73.95608 40.78173 -73.96048 40.76986 1
-74.005 40.74075 -73.97357 40.7631 1
-73.9691 40.76706 -73.95729 40.78305 1
-74.01143 40.71384 -74.00775 40.72455 1
-73.98637 40.74602 -74.00695 40.71928 1
-73.99017 40.75611 -73.98088 40.75479 1
-73.98724 40.75511 -73.99364 40.74242 1
-73.98931 40.76804 -73.97398 40.75636 1
-73.97689 40.77992 -73.9464 40.77261 1
-73.94474 40.77928 -73.95821 40.77593 1
-73.98946 40.77412 -73.9819 40.77533 1
-74.00441 40.72436 -73.97105 40.75825 1
-73.96313 40.75795 -73.93689 40.80423 1
-73.97124 40.75143 -73.99637 40.73241 1
-73.97732 40.77449 -73.98566 40.76759 1
-74.00404 40.73818 -74.01535 40.71123 1
-73.96308 40.76538 -73.97856 40.7829 1
-73.9726 40.79322 -73.96663 40.79087 1
-73.99757 40.72564 -73.98317 40.72123 1
-73.97455 40.75152 -73.97572 40.74153 2
-73.98316 40.73891 -73.99528 40.74219 1
-73.96243 40.7672 -73.97768 40.75973 1
-73.95714 40.77055 -73.96113 40.77002 1
-73.97807 40.74546 -73.99328 40.74608 1
-73.98145 40.77343 -73.97037 40.76811 1
-73.99084 40.75064 -73.97867 40.74087 1
-73.9773 40.75387 -74.00067 40.75838 1
-73.96983 40.75959 -73.97318 40.75211 1
-73.86293 40.76957 -73.95211 40.73247 1
-73.9556 40.77969 -73.96703 40.78835 1
-73.96713 40.79366 -73.97566 40.76564 1
-73.99049 40.75146 -74.00391 40.74132 1
-73.97138 40.74674 -73.95665 40.76699 2
-73.98598 40.76269 -73.99387 40.76637 1
-73.96317 40.76595 -73.95466 40.76575 1
-73.97922 40.74701 -73.9846 40.74113 1
-73.99563 40.74906 -73.96291 40.76552 1
-73.98604 40.7722 -73.98699 40.75837 1
-73.98957 40.75742 -74.00053 40.75887 1
-73.95614 40.77843 -73.95244 40.78974 1
-73.93015 40.7447 -73.93644 40.74816 1
-73.95652 40.78408 -73.97239 40.79418 1
-74.0034 40.73575 -74.00378 40.73921 1
-73.96236 40.7674 -73.96059 40.7725 1
-74.00934 40.71267 -74.00541 40.71829 1
-73.99029 40.75598 -73.96217 40.76448 1
-73.98061 40.74259 -73.99509 40.74983 1
-73.95456 40.76523 -73.96194 40.76452 2
-73.97994 40.78363 -73.96562 40.77193 1
-73.95415 40.77444 -73.95159 40.77155 1
-73.98123 40.73248 -73.99673 40.72375 1
-73.99545 40.73331 -73.95396 40.76638 1
-73.98865 40.76896 -73.98135 40.75309 1
-74.00195 40.71938 -74.00622 40.70658 1
-73.99295 40.74305 -73.99376 40.74275 1
-73.9719 40.74609 -73.97589 40.74045 1
-74.00352 40.72369 -74.01128 40.70524 1
-73.96626 40.77392 -73.97506 40.76164 1
-73.9957 40.7484 -73.98811 40.73861 1
-74.01617 40.71483 -74.01795 40.70647 1
-73.99545 40.74395 -73.99012 40.72725 1
-73.98216 40.76802 -73.96594 40.75956 2
-73.96752 40.75236 -73.96461 40.76441 1
-73.9957 40.73885 -73.97303 40.75901 1
-73.97604 40.78622 -73.95335 40.78344 1
-73.99579 40.75923 -73.98783 40.73826 3
-73.94511 40.77868 -73.94328 40.78696 1
-73.97649 40.77556 -73.99002 40.75751 2
-73.97322 40.74998 -74.01594 40.715 1
-73.99206 40.7257 -74.01174 40.70453 1
-73.98233 40.74608 -73.9958 40.75325 1
-73.96477 40.7697 -73.95564 40.77663 1
-73.97939 40.76149 -73.97514 40.75297 1
-73.97839 40.73688 -73.97171 40.74967 1
-73.97852 40.71989 -73.92417 40.79195 1
-73.97652 40.78575 -73.97428 40.76479 1
-73.95217 40.77392 -73.98097 40.77457 1
-74.00481 40.72337 -74.00359 40.72654 1
-73.96598 40.8054 -73.96975 40.79744 1
-73.98705 40.73951 -73.98296 40.74491 1
-74.00635 40.73325 -73.99901 40.73655 1
-73.96119 40.76329 -73.96856 40.76319 1
-73.97092 40.75258 -73.97575 40.75773 1
-73.98486 40.74794 -73.98637 40.74535 1
-73.95377 40.76699 -73.96428 40.76756 1
-74.00492 40.7418 -74.00132 40.75644 1
-73.99464 40.76068 -73.98863 40.76925 1
-74.00049 40.76168 -73.99371 40.75687 1
-73.98413 40.74356 -73.97677 40.73923 1
-73.975 40.77753 -73.98997 40.74583 1
-73.9718 40.79711 -73.96342 40.80357 1
-73.91943 40.74676 -73.96967 40.75326 1
-73.97376 40.79234 -73.98196 40.77919 1
-73.99358 40.74832 -73.99889 40.7552 3
-74.00153 40.71616 -74.00694 40.72585 2
-73.95148 40.77006 -73.87337 40.77432 1
-73.97754 40.75223 -73.98639 40.7557 1
-73.979 40.7853 -73.98951 40.73448 2
-73.98155 40.76455 -73.9959 40.76929 1
-73.98643 40.73051 -73.97898 40.74049 1
-73.99446 40.7558 -73.97307 40.76418 1
-73.98095 40.77966 -73.96108 40.80665 1
-73.97311 40.76471 -73.9774 40.75821 1
-73.99445 40.74074 -73.99169 40.74903 1
-73.95197 40.78424 -73.96084 40.77163 1
-73.95436 40.77817 -73.96726 40.77235 1
-73.978 40.74545 -73.99153 40.75002 1
-73.97504 40.7524 -73.98566 40.74128 1
-73.96792 40.76545 -73.9608 40.77823 1
-73.99219 40.76426 -73.98991 40.77313 1
-73.9944 40.73186 -73.98 40.7347 1
-73.97335 40.75506 -74.00758 40.70343 1
-73.98984 40.75671 -73.97256 40.75434 1
-73.97404 40.74805 -73.99147 40.73931 1
-73.97462 40.77788 -73.95914 40.77515 2
-73.95673 40.77489 -73.95582 40.76944 1
-73.96442 40.80733 -73.95808 40.77616 1
-73.97028 40.7992 -73.9678 40.79237 1
-73.99187 40.74906 -73.99359 40.74314 1
-73.96033 40.79829 -73.95477 40.77802 1
-73.96454 40.79204 -73.97254 40.76252 1
-73.97548 40.75885 -73.98231 40.76841 2
-73.98559 40.74722 -73.98972 40.74136 1
-73.99418 40.75116 -73.9845 40.76444 1
-73.99293 40.72985 -74.01553 40.71541 1
-73.98475 40.73702 -73.99409 40.73212 1
-73.98218 40.77321 -73.98743 40.75892 1
-73.98709 40.73904 -73.98045 40.74831 1
-73.97692 40.76455 -73.98091 40.77953 1
-73.98241 40.72774 -73.98806 40.7376 1
-73.97283 40.75533 -73.97259 40.78104 1
-73.89178 40.74871 -73.89473 40.76223 1
-73.98106 40.78071 -73.97381 40.78909 1
-73.98874 40.75404 -73.98714 40.74264 1
-74.00336 40.72275 -73.99298 40.73708 1
-73.99449 40.72606 -73.98385 40.72389 1
-73.95497 40.765 -73.9848 40.75278 2
-73.97718 40.75568 -73.97897 40.76182 1
-73.99966 40.73364 -73.99076 40.74585 1
-73.97851 40.75145 -73.99623 40.72587 1
-73.97252 40.79109 -73.93968 40.80535 1
-73.97755 40.75321 -73.98537 40.74155 1
-73.96103 40.77783 -73.97198 40.75797 1
-73.97035 40.75645 -73.98413 40.75999 2
-73.96127 40.80196 -73.96616 40.80646 1
-73.97463 40.79087 -73.9875 40.77201 1
-73.99043 40.75755 -73.94875 40.78621 1
-73.9537 40.77877 -73.9636 40.76178 1
-73.982 40.74065 -73.96904 40.75864 1
-73.96478 40.79153 -73.966 40.7654 1
-73.99934 40.7375 -74.00568 40.72714 2
-73.96693 40.75341 -74.01439 40.71162 1
-73.98488 40.75892 -74.00069 40.75855 3
-73.98267 40.76665 -73.971 40.76423 1
-73.95656 40.76819 -73.97115 40.76097 3
-74.00194 40.75069 -73.98696 40.75093 1
-74.00179 40.74051 -73.99361 40.74168 2
-73.99687 40.74712 -73.9907 40.7301 1
-74.00182 40.74918 -73.99428 40.74556 1
-73.9721 40.75667 -73.99627 40.73964 1
-74.00433 40.74869 -74.00513 40.74162 1
-73.96341 40.77138 -73.98241 40.75507 1
-73.99527 40.73824 -73.97928 40.74151 1
-74.01506 40.71534 -73.99842 40.72511 1
-73.99027 40.75103 -73.99335 40.73766 2
-74.00919 40.70819 -73.99128 40.74891 1
-73.96913 40.79865 -73.95374 40.77935 2
-73.99756 40.75688 -73.98199 40.76031 1
-73.96855 40.75831 -73.97487 40.75008 1
-73.98397 40.74338 -73.99313 40.73834 1
-73.97716 40.79014 -73.98928 40.77335 2
-73.94221 40.75422 -73.95092 40.74956 1
-73.9902 40.75089 -73.97765 40.75213 1
-73.99162 40.73118 -73.99678 40.72548 1
-73.96933 40.75444 -73.97174 40.76329 1
-73.98214 40.76656 -73.99049 40.77538 1
-73.98921 40.74483 -74.00676 40.74402 3
-73.98085 40.74472 -73.98003 40.74861 1
-73.97521 40.75546 -73.96915 40.76163 1
-73.9461 40.77275 -73.94573 40.78278 1
-73.98516 40.73658 -73.99774 40.74119 1
-74.01013 40.70972 -74.01719 40.70537 1
-73.89351 40.76684 -73.90554 40.7618 1
-73.97961 40.74961 -73.99182 40.74114 1
-73.98489 40.74196 -73.99919 40.72657 1
-73.95611 40.77907 -73.95788 40.77712 1
-73.99092 40.74933 -73.99174 40.73178 1
-73.9925 40.74977 -73.98856 40.75842 1
-73.99352 40.75208 -73.98254 40.74886 1
-73.98927 40.75859 -74.0014 40.75674 1
-74.00155 40.75635 -73.98687 40.76118 1
-73.95616 40.80337 -73.96852 40.79139 1
-74.00626 40.73322 -73.99632 40.72668 1
-73.96636 40.76214 -73.96968 40.76375 1
-73.98004 40.74858 -73.98982 40.74027 1
-73.9688 40.75439 -73.9865 40.73019 1
-73.99041 40.7249 -73.98965 40.73813 1
-73.97221 40.78641 -73.98096 40.78245 1
-73.96338 40.76608 -73.95187 40.76861 2
-73.87511 40.7703 -73.91869 40.74231 1
-73.96976 40.75464 -73.99129 40.75 1
-73.99805 40.7568 -73.98522 40.75539 2
-74.00288 40.76041 -73.98567 40.7466 1
-73.98725 40.76269 -73.97498 40.75848 1
-73.97638 40.78105 -73.98222 40.77486 1
-73.99545 40.74422 -73.99957 40.73869 2
-73.95029 40.77544 -73.95898 40.78353 1
-73.98608 40.75908 -74.001 40.75799 1
-73.87289 40.77394 -73.87886 40.75431 1
-73.93468 40.80149 -73.94262 40.79065 1
-73.95493 40.77726 -73.95334 40.78684 1
-73.99046 40.73727 -73.96671 40.77015 1
-73.98097 40.78225 -73.97152 40.75924 1
-73.98167 40.77685 -73.97112 40.78352 1
-73.96587 40.7543 -73.97305 40.75519 1
-73.97802 40.75242 -73.9894 40.74858 1
-73.97597 40.78907 -73.95435 40.77052 1
-73.98148 40.74394 -73.98765 40.73829 1
-73.96369 40.76538 -73.9743 40.75627 1
-73.96083 40.77498 -73.97004 40.79334 1
-73.95197 40.76583 -73.96844 40.75738 1
-73.96699 40.76417 -73.97645 40.75735 1
-73.99161 40.74997 -73.98234 40.75742 1
-73.99467 40.75362 -73.99824 40.76538 1
-74.00191 40.74681 -74.00552 40.7395 1
-73.98187 40.76346 -73.99234 40.74965 1
-73.97262 40.75516 -73.97215 40.74728 2
-73.97242 40.74433 -73.97 40.75646 1
-73.97693 40.78003 -73.97415 40.75248 1
-73.96488 40.75574 -73.972 40.7501 1
-73.97189 40.74997 -74.01519 40.70943 1
-73.97605 40.75271 -73.98554 40.74367 1
-74.00108 40.73153 -73.9926 40.74302 1
-73.99014 40.75079 -73.95454 40.76543 1
-73.96452 40.77319 -73.96452 40.77319 1
-73.98151 40.74665 -73.97415 40.75039 1
-73.99336 40.75214 -74.00199 40.75586 1
-73.99179 40.75502 -73.99886 40.75449 1
-73.99372 40.74982 -74.01619 40.71474 1
-74.00204 40.74048 -73.9936 40.74316 1
-73.9825 40.72792 -74.0071 40.72515 1
-74.01055 40.71106 -73.97374 40.75396 1
-73.98112 40.7444 -73.9904 40.72807 1
-73.96854 40.76705 -73.9695 40.76326 1
-73.95277 40.77218 -73.95827 40.78101 1
-73.9658 40.75855 -73.97384 40.75798 1
-73.95393 40.77467 -73.96256 40.76642 1
-73.99336 40.75627 -74.00098 40.75743 1
-73.98113 40.72941 -73.97199 40.74584 1
-73.98807 40.75337 -73.9734 40.74705 1
-73.96951 40.74904 -73.98024 40.74414 1
-73.97962 40.77097 -73.96378 40.77376 1
-73.99075 40.75619 -73.9764 40.77567 1
-73.98514 40.73595 -73.97025 40.75628 1
-73.94878 40.77087 -73.95711 40.76825 1
-73.99573 40.74394 -73.99117 40.73824 2
-73.96188 40.76778 -73.99036 40.75175 1
-74.00256 40.72861 -74.00086 40.73613 1
-73.98119 40.74788 -73.97508 40.76009 1
-73.98867 40.76427 -73.9915 40.76885 1
-73.99314 40.75287 -74.00109 40.74634 2
-73.9561 40.76791 -73.9548 40.77841 1
-73.98228 40.77879 -73.98231 40.77231 1
-73.97642 40.78879 -73.97408 40.79794 3
-74.01186 40.7093 -73.97478 40.7419 1
-73.96536 40.76589 -73.95459 40.76612 1
-74.00442 40.73792 -73.99934 40.75457 1
-73.99135 40.73914 -74.00316 40.74929 1
-73.95944 40.77724 -73.97186 40.76047 1
-73.96136 40.76439 -73.9775 40.74294 1
-73.9821 40.77768 -73.96101 40.8068 1
-74.00471 40.73762 -73.99684 40.73154 1
-73.98666 40.74281 -73.96083 40.76405 1
-73.99501 40.74519 -73.98122 40.7591 1
-73.98983 40.74658 -73.98531 40.75219 1
-73.97825 40.78347 -73.96566 40.80793 1
-73.98678 40.73953 -74.00552 40.74584 2
-73.9703 40.78887 -73.95684 40.77983 1
-73.99803 40.71198 -73.98018 40.71717 1
-73.97444 40.75753 -73.98553 40.74172 1
-73.94275 40.79081 -73.95047 40.79495 1
-73.9885 40.74523 -73.97731 40.75132 1
-73.95547 40.78247 -73.97327 40.75739 1
-73.98372 40.69472 -73.98715 40.70061 2
-73.98723 40.73899 -73.99107 40.73316 1
-74.00597 40.72732 -73.98978 40.73918 1
-73.99418 40.72868 -73.99828 40.71364 2
-73.98073 40.74827 -73.98777 40.73814 2
-73.98069 40.78312 -73.99252 40.75503 2
-74.00208 40.70911 -73.95667 40.71716 1
-73.96584 40.75793 -73.97398 40.76356 1
-73.96352 40.77386 -73.96352 40.77386 1
-73.97554 40.74514 -74.00454 40.74457 1
-73.96698 40.76338 -73.96648 40.77329 1
-73.98513 40.74483 -73.98219 40.74618 1
-73.96573 40.75446 -73.9545 40.76595 2
-73.98874 40.74907 -74.00104 40.75624 1
-73.97243 40.78653 -73.98098 40.75965 1
-74.00064 40.72211 -74.00553 40.73236 1
-73.95153 40.77835 -73.96371 40.7637 1
-73.96593 40.75847 -73.98293 40.7631 2
-73.9741 40.74305 -73.97851 40.74532 2
-73.97191 40.78185 -73.99673 40.75284 1
-73.97968 40.76616 -73.97149 40.76188 1
-73.97032 40.76642 -73.97306 40.76507 2
-73.9564 40.77544 -73.95366 40.77922 1
-73.99432 40.74604 -74.0056 40.72746 1
-73.94988 40.77189 -73.94935 40.77174 1
-73.99648 40.7363 -74.00141 40.73391 1
-74.00933 40.7157 -74.00443 40.74223 1
-73.9736 40.79219 -73.98904 40.77348 1
-73.98788 40.73213 -73.99345 40.73857 1
-73.98866 40.75348 -73.98374 40.74816 1
-73.98647 40.77871 -73.97626 40.76403 1
-73.9833 40.78165 -73.97864 40.7636 1
-74.00375 40.7321 -74.00822 40.72739 2
-74.00523 40.74063 -74.00888 40.73193 1
-73.98661 40.76676 -74.00167 40.7565 1
-74.0162 40.71099 -74.01017 40.72146 1
-73.9875 40.77075 -73.96875 40.75806 1
-73.98213 40.75569 -73.86455 40.77013 1
-73.98192 40.75565 -73.97005 40.76009 1
-73.87112 40.77384 -73.8996 40.72554 2
-73.96238 40.77339 -73.96097 40.76991 1
-74.00281 40.7605 -73.9775 40.75884 1
-73.94949 40.77274 -73.95979 40.77384 1
-73.97077 40.76429 -73.96401 40.76466 2
-74.00028 40.72696 -73.97955 40.72314 1
-73.9801 40.77568 -73.99014 40.77155 1
-73.94703 40.78439 -73.95165 40.77792 1
-73.95547 40.78119 -73.94312 40.79357 1
-73.98733 40.71975 -74.00562 40.74348 1
-73.94628 40.77705 -73.96876 40.78514 1
-73.97365 40.76338 -73.9744 40.75361 1
-73.95761 40.77961 -73.96407 40.76786 2
-73.98419 40.7434 -73.99142 40.73165 1
-73.93853 40.80283 -73.95224 40.79849 1
-73.97096 40.74798 -73.9857 40.74319 1
-73.96921 40.76658 -73.96773 40.76257 1
-73.95881 40.77814 -73.96947 40.76345 1
-73.96678 40.75737 -73.98312 40.76018 2
-73.98216 40.74017 -74.00064 40.74168 1
-73.97906 40.73468 -73.97668 40.74369 2
-73.99007 40.73261 -74.0039 40.7482 3
-73.96201 40.76773 -73.97791 40.76024 1
-74.00493 40.75185 -73.98465 40.73937 1
-73.97153 40.7977 -73.97578 40.79381 1
-73.99366 40.75218 -73.98352 40.76605 1
-73.95282 40.76585 -73.95282 40.76579 1
-73.96172 40.76424 -73.98328 40.75574 1
-74.00253 40.72902 -74.00384 40.72938 1
-73.9808 40.742 -73.97423 40.76015 2
-73.98373 40.74003 -73.98194 40.75979 1
-73.98793 40.75008 -73.98378 40.75512 1
-73.99548 40.7594 -73.97437 40.76292 1
-73.99291 40.76817 -73.97755 40.75211 1
-74.00468 40.72282 -73.98962 40.71926 3
-73.99769 40.71384 -74.011 40.70321 3
-73.95661 40.77401 -73.95792 40.76104 1
-74.01118 40.71515 -74.01111 40.71371 1
-73.97823 40.75128 -73.87289 40.77426 3
-73.99207 40.72588 -73.96445 40.76634 1
-73.97583 40.75443 -73.9888 40.73648 1
-73.97342 40.78976 -73.98224 40.76528 3
-73.98814 40.74602 -74.0067 40.73023 1
-73.99621 40.73291 -73.9979 40.73789 1
-73.99003 40.75688 -73.98399 40.76522 1
-73.97403 40.76326 -73.98431 40.74906 1
-73.98401 40.76178 -73.9912 40.76542 1
-73.98687 40.72248 -73.97575 40.74898 1
-73.96167 40.77438 -74.00244 40.74864 1
-73.98399 40.76733 -73.98268 40.74421 3
-73.97468 40.75939 -73.96635 40.7703 1
-73.98369 40.72966 -73.97268 40.75257 1
-73.98663 40.73995 -73.97717 40.73682 1
-73.97681 40.74368 -73.99704 40.72522 1
-73.96071 40.77821 -73.9528 40.76654 1
-73.95219 40.76579 -73.9664 40.76469 1
-74.00105 40.72583 -73.98491 40.7541 1
-73.99413 40.75098 -73.98225 40.76727 1
-73.9666 40.76736 -73.96445 40.77309 1
-73.99688 40.74236 -73.98031 40.74501 1
-73.98445 40.76823 -74.00327 40.72519 1
-74.0159 40.71115 -74.00081 40.72401 1
-73.99057 40.75621 -73.98562 40.762 2
-73.95387 40.78195 -73.96857 40.76063 1
-73.98764 40.7505 -73.983 40.75666 1
-74.01009 40.71197 -74.01553 40.70481 1
-73.97543 40.75653 -73.97271 40.76106 2
-73.98325 40.72897 -73.99238 40.74922 1
-74.0092 40.70937 -74.0023 40.71919 1
-73.98698 40.76639 -73.98335 40.75772 1
-73.97464 40.75338 -73.9972 40.725 1
-73.99186 40.74942 -73.99352 40.74229 3
-73.95671 40.78419 -73.98155 40.77435 1
-73.99911 40.73937 -73.98288 40.76631 1
-73.98369 40.7498 -73.98915 40.74204 1
-73.97282 40.74441 -73.96619 40.75378 1
-73.98352 40.77592 -73.98124 40.76157 1
-73.97739 40.7529 -73.98431 40.74867 1
-73.99313 40.72802 -73.98499 40.74225 1
-73.96271 40.71202 -73.95763 40.73052 1
-73.95782 40.81509 -73.95178 40.7817 1
-73.97485 40.76421 -73.8709 40.77406 1
-73.96984 40.79753 -73.98244 40.7716 1
-73.9958 40.73295 -73.99436 40.74112 1
-73.97412 40.75632 -73.97628 40.75891 1
-73.98994 40.76715 -73.97211 40.76158 1
-73.99571 40.73869 -73.98441 40.74027 1
-74.00405 40.70757 -73.95559 40.76434 1
-73.96228 40.79511 -73.98096 40.78253 2
-73.95456 40.78425 -73.97362 40.78458 1
-73.92992 40.76184 -73.94178 40.7548 1
-73.9951 40.75966 -73.98212 40.76044 1
-73.94311 40.82342 -73.9647 40.80589 1
-73.955 40.77706 -73.95079 40.771 1
-73.9742 40.74298 -73.97585 40.71917 2
-73.99062 40.71848 -73.9996 40.73414 1
-73.99788 40.73604 -73.98666 40.74599 1
-73.95729 40.76978 -73.9513 40.77763 1
-73.9557 40.77964 -73.9528 40.78922 1
-73.95499 40.77329 -73.96986 40.76318 1
-73.98282 40.74983 -73.98966 40.74142 1
-73.96135 40.77163 -73.97608 40.76069 1
-73.95164 40.77005 -73.9736 40.74818 1
-73.96137 40.76526 -73.98171 40.76321 1
-73.98617 40.72269 -74.01167 40.70378 1
-73.98958 40.74726 -73.98393 40.74452 1
-73.97848 40.78804 -73.95972 40.79832 1
-73.98818 40.72409 -73.95421 40.76641 1
-73.9857 40.74693 -73.99415 40.74199 1
-74.00401 40.74758 -73.99454 40.73449 1
-73.97094 40.75175 -73.98901 40.744 1
-73.98755 40.73262 -73.98572 40.74509 1
-73.98751 40.74958 -74.0004 40.75765 1
-73.98505 40.73201 -73.99339 40.72932 1
-73.99377 40.74657 -74.00931 40.7289 1
-73.95545 40.77929 -73.94404 40.776 1
-74.00793 40.73879 -74.00815 40.74879 2
-73.99125 40.74515 -73.98344 40.75591 1
-73.9518 40.79056 -73.96214 40.80525 1
-74.00323 40.74908 -73.99474 40.74554 1
-73.96651 40.8048 -73.95972 40.77528 1
-73.95892 40.75978 -73.98827 40.72762 2
-73.99129 40.73257 -74.00695 40.71333 3
-73.96197 40.77661 -73.95808 40.78206 1
-73.97673 40.7475 -73.97314 40.75247 1
-73.95671 40.78061 -73.97237 40.75928 1
-73.9928 40.7488 -73.97907 40.75423 1
-73.9595 40.78014 -73.97257 40.79124 3
-73.95169 40.77393 -73.98255 40.75437 1
-73.97747 40.78932 -74.00526 40.72785 1
-74.00152 40.73072 -74.0078 40.71223 1
-73.94925 40.7826 -73.97429 40.78731 2
-73.96081 40.77551 -73.96076 40.80509 1
-73.96877 40.79909 -73.98238 40.77411 1
-73.94694 40.7759 -73.96947 40.76854 1
-73.98671 40.71819 -73.89613 40.70478 1
-73.99285 40.743 -74.00678 40.74887 1
-74.01181 40.71008 -74.00603 40.70511 1
-73.99786 40.74109 -74.00673 40.72036 2
-73.98843 40.73161 -73.98928 40.73831 2
-74.00112 40.73186 -73.99746 40.71887 1
-73.96326 40.76424 -73.99239 40.74928 3
-74.0003 40.73272 -73.99286 40.73409 1
-73.96671 40.8043 -73.97302 40.79316 1
-73.95562 40.7823 -73.96281 40.77489 1
-73.9446 40.77935 -73.95725 40.78269 1
-73.96877 40.75825 -73.95956 40.77356 1
-74.00256 40.73414 -74.01353 40.71537 1
-73.99425 40.75101 -73.98018 40.75262 1
-73.96037 40.76187 -73.95741 40.77608 1
-73.96114 40.81205 -73.95293 40.77834 1
-73.95943 40.77138 -73.98318 40.76235 1
-73.96455 40.77055 -73.9752 40.76538 2
-73.95206 40.77765 -73.97996 40.76566 1
-73.99706 40.75542 -73.98708 40.7558 1
-73.98347 40.74428 -73.9759 40.74869 1
-73.98479 40.7692 -74.00049 40.75795 1
-73.9926 40.74245 -74.00561 40.75092 1
-73.96996 40.79975 -73.95058 40.80156 1
-73.98588 40.76119 -73.97013 40.75654 1
-73.98051 40.78229 -73.98359 40.77376 1
-73.9798 40.73926 -73.98431 40.72503 2
-73.96876 40.7502 -73.97158 40.76155 1
-73.99126 40.76536 -73.98653 40.77156 1
-74.0079 40.71791 -74.00578 40.72515 1
-73.98416 40.73825 -73.9821 40.74519 1
-73.99577 40.74424 -74.00435 40.74784 1
-74.01714 40.70724 -74.00956 40.70203 1
-73.98353 40.73431 -73.97372 40.75226 3
-74.00476 40.72351 -73.99359 40.7373 1
-74.01237 40.70687 -74.0146 40.70577 1
-73.95309 40.76649 -73.9593 40.76501 1
-73.98473 40.74865 -74.01028 40.70921 1
-73.9691 40.76024 -73.96987 40.75049 1
-73.98746 40.76071 -73.97463 40.76364 1
-73.94994 40.78025 -74.01188 40.70241 1
-73.98605 40.75241 -73.9721 40.74629 1
-73.9914 40.75003 -73.97834 40.75707 1
-73.94591 40.77353 -73.96116 40.77488 1
-73.87071 40.77372 -73.93789 40.79673 1
-73.97216 40.79649 -73.96024 40.80773 3
-73.98569 40.77644 -73.99278 40.75872 1
-73.95467 40.76553 -73.98666 40.7426 1
-73.99763 40.76531 -73.99199 40.74944 1
-73.98412 40.74353 -73.98985 40.75057 1
-73.98997 40.75736 -73.98059 40.75339 2
-73.96524 40.79602 -73.97776 40.78301 1
-73.98495 40.76268 -73.96206 40.7765 1
