pickup_longitude pickup_latitude dropoff_longitude dropoff_latitude passenger_count
-73.97922 40.76218 -73.95777 40.77457 1
-73.98608 40.72245 -74.00228 40.72542 1
-74.00256 40.72906 -73.99847 40.7249 1
-73.95072 40.77115 -73.97448 40.76206 1
-73.97934 40.75554 -73.99084 40.75053 1
-73.99079 40.75094 -73.97872 40.7544 2
-73.94994 40.78028 -73.95583 40.77966 2
-73.99282 40.7429 -74.00501 40.74989 1
-74.00623 40.71726 -74.00641 40.72724 1
-73.98421 40.73932 -73.97662 40.73939 1
-73.98853 40.73219 -73.99937 40.7216 1
-73.9802 40.74581 -73.98961 40.74166 1
-73.9808 40.75359 -73.98774 40.75211 1
-73.99061 40.75106 -73.98318 40.7562 1
-73.9812 40.7603 -73.98211 40.77107 1
-74.00192 40.72702 -74.00242 40.71877 3
-73.98231 40.72788 -73.99484 40.72788 1
-73.95849 40.78401 -73.98523 40.76113 1
-73.96345 40.76586 -73.9549 40.78239 1
-73.97414 40.76171 -73.99245 40.74949 1
-73.98583 40.74414 -73.97137 40.76106 1
-73.94431 40.77729 -73.92423 40.79206 1
-73.9527 40.77242 -73.97153 40.78196 1
-73.98262 40.7394 -73.97842 40.75846 1
-74.00644 40.70566 -74.00618 40.71725 1
-73.97339 40.79516 -73.97906 40.78529 1
-73.97151 40.74409 -73.98163 40.75832 1
-73.97295 40.75544 -73.96925 40.75001 1
-73.99153 40.74997 -74.00713 40.72722 1
-73.96039 40.76149 -73.97161 40.7505 1
-73.94948 40.7819 -73.95802 40.77315 1
-73.9887 40.77861 -73.98186 40.78043 1
-73.98633 40.75906 -73.97095 40.75566 1
-73.9023 40.74145 -73.94312 40.74662 1
-73.96133 40.77185 -73.9682 40.76256 1
-73.97196 40.75622 -73.99229 40.7425 1
-73.98545 40.75762 -73.97549 40.75503 1
-74.00651 40.7188 -73.99657 40.72429 1
-74.00282 40.76024 -73.95695 40.78339 1
-73.97086 40.75633 -73.9915 40.76464 1
-73.97943 40.76643 -73.9549 40.7733 1
-73.9948 40.76518 -73.9874 40.76876 1
-73.99186 40.71607 -73.98837 40.73474 1
-74.01594 40.71154 -74.01594 40.71154 1
-73.99895 40.73486 -73.99744 40.74011 1
-73.95254 40.78376 -73.9702 40.76477 1
-73.99298 40.75947 -73.96217 40.80516 1
-73.99288 40.75819 -73.99142 40.77453 2
-73.9573 40.77972 -73.96555 40.7905 1
-74.00142 40.75167 -73.99149 40.75143 1
-73.97426 40.73706 -73.99 40.77545 1
-73.9577 40.76099 -73.94341 40.80039 1
-73.97568 40.75442 -73.97122 40.76145 3
-73.9824 40.75129 -73.99637 40.7295 2
-73.96639 40.76485 -73.98753 40.72847 1
-73.96809 40.76836 -73.97407 40.75979 1
-73.9776 40.77897 -73.96039 40.77969 1
-73.99545 40.75986 -73.99615 40.76808 2
-73.95518 40.7691 -73.97079 40.74595 1
-73.95641 40.80295 -73.96214 40.80525 1
-73.98349 40.75993 -74.0008 40.75758 1
-73.9774 40.76477 -73.97688 40.76032 1
-73.99122 40.75508 -73.96372 40.80796 1
-73.78571 40.71231 -73.83058 40.75953 1
-73.98196 40.777 -73.95222 40.79146 1
-73.99634 40.7323 -73.99831 40.72266 1
-73.98898 40.75343 -73.98409 40.76204 1
-73.97737 40.75904 -73.98275 40.76215 1
-73.97036 40.75568 -73.95496 40.77427 1
-73.97667 40.78803 -73.95889 40.77815 1
-73.97866 40.72427 -73.97157 40.74958 1
-73.99539 40.72485 -73.99915 40.75484 1
-74.01543 40.7152 -74.00863 40.70396 1
-74.00835 40.7144 -74.00734 40.72706 1
-73.97691 40.74351 -73.98446 40.73319 1
-73.98888 40.77391 -73.98286 40.7676 1
-74.00181 40.74604 -73.99222 40.7439 1
-73.95106 40.77152 -73.95742 40.77776 2
-73.99316 40.73881 -73.99131 40.73545 1
-73.97544 40.75494 -73.97011 40.76458 1
-73.97575 40.78933 -73.98798 40.77652 1
-73.98313 40.77645 -73.96277 40.80435 1
-73.95551 40.78292 -73.95518 40.77759 1
-73.97718 40.77982 -73.9832 40.77115 1
-73.98271 40.73959 -73.97956 40.7328 1
-73.9646 40.75349 -73.9621 40.76258 1
-73.97459 40.75843 -73.98607 40.7727 1
-73.97375 40.75131 -73.9736 40.75809 2
-73.86292 40.7687 -73.8838 40.76132 1
-74.00715 40.71759 -74.00648 40.73228 2
-73.98196 40.76924 -73.96293 40.76658 1
-73.99889 40.72647 -73.97904 40.73726 2
-73.95618 40.7817 -73.95425 40.76389 1
-74.01507 40.70948 -73.9975 40.72563 1
-73.96074 40.76134 -73.95585 40.76401 1
-74.00027 40.73754 -73.98775 40.74183 1
-73.96157 40.76194 -73.97418 40.76317 1
-74.01411 40.70921 -74.0022 40.71965 1
-73.97576 40.78883 -73.95351 40.76725 1
-74.00291 40.72819 -73.99169 40.74454 2
-74.00848 40.734 -73.99622 40.7322 1
-73.97799 40.76406 -73.99626 40.76817 1
-73.98818 40.75446 -74.00528 40.75125 1
-73.97282 40.7551 -73.9911 40.7505 1
-73.98067 40.74213 -74.00636 40.70559 1
-73.94833 40.77639 -73.95422 40.76618 1
-73.98047 40.75335 -73.99261 40.7376 1
-73.99492 40.75018 -74.00497 40.75171 1
-73.99409 40.75121 -73.97958 40.75504 1
-74.01053 40.72924 -74.00108 40.72411 1
-73.97819 40.7644 -74.00234 40.71679 1
-73.995 40.74012 -74.00668 40.7343 1
-74.01012 40.70333 -73.97959 40.7551 2
-73.94218 40.79474 -73.93441 40.79728 1
-73.97235 40.75644 -73.96114 40.76666 1
-73.96453 40.76051 -73.9745 40.73659 1
-74.01663 40.70641 -74.01171 40.70785 3
-73.99203 40.74882 -73.9905 40.73934 3
-73.97729 40.75838 -73.97165 40.76004 1
-73.95857 40.7727 -73.97593 40.75982 1
-74.00706 40.74381 -74.00533 40.75133 1
-73.95774 40.76155 -73.96679 40.75342 1
-73.98374 40.74635 -73.97399 40.75993 1
-73.98428 40.72174 -74.00762 40.71181 1
-73.98868 40.74315 -73.96729 40.77242 1
-73.95219 40.76666 -73.96474 40.77278 1
-73.98167 40.78027 -73.97842 40.78924 1
-73.97317 40.75597 -73.98974 40.75674 1
-73.98536 40.76316 -73.97374 40.76439 1
-73.98212 40.77544 -73.97986 40.78389 1
-73.97059 40.7615 -73.98837 40.75406 1
-74.00803 40.7114 -74.00617 40.71188 1
-73.96782 40.76867 -73.95692 40.7842 1
-73.98791 40.71901 -74.0061 40.71446 1
-74.01075 40.71729 -74.01703 40.70795 1
-73.99239 40.74987 -73.98541 40.74172 2
-73.96188 40.76043 -73.9458 40.78188 1
-73.97246 40.74926 -74.00718 40.70893 2
-73.99328 40.73638 -73.98444 40.74307 1
-73.95592 40.77894 -73.94576 40.77872 1
-73.9857 40.75862 -73.99892 40.74379 1
-73.99996 40.73321 -73.99505 40.73649 1
-73.9941 40.75108 -74.00167 40.75638 3
-73.99197 40.73792 -73.99171 40.73035 1
-73.97321 40.74887 -73.97123 40.76189 1
-73.98139 40.74979 -73.98878 40.74109 1
-74.00877 40.71519 -74.01168 40.70776 1
-74.00969 40.78555 -74.00969 40.78555 1
-74.00196 40.73032 -73.98791 40.75887 1
-73.97323 40.75004 -73.97866 40.75818 1
-73.98335 40.76466 -73.97073 40.75895 1
-73.98443 40.74447 -74.00481 40.74191 1
-74.00623 40.73365 -73.99654 40.7456 1
-73.97952 40.74931 -73.99161 40.73916 1
-73.98033 40.73052 -73.98436 40.74498 1
-73.97626 40.75981 -74.00851 40.71982 2
-73.94615 40.77747 -73.95535 40.7733 1
-74.00923 40.70972 -73.99773 40.72437 1
-73.99071 40.75099 -73.97167 40.75732 1
-73.96355 40.76469 -73.95524 40.76873 1
-74.00639 40.73295 -74.01141 40.72023 1
-73.96552 40.77453 -73.95943 40.78121 1
-73.96091 40.75685 -73.95765 40.77115 1
-73.96611 40.75552 -73.96146 40.7727 1
-73.98753 40.76028 -73.97611 40.76378 1
-73.99341 40.7421 -73.98714 40.7392 1
-73.9605 40.77543 -73.93978 40.80051 2
-74.01584 40.711 -74.0103 40.72136 1
-73.9632 40.79866 -73.98077 40.77908 1
-73.96358 40.76581 -73.98082 40.76461 1
-73.9935 40.75742 -73.99615 40.7537 1
-73.9659 40.7584 -73.97314 40.75774 1
-73.98437 40.76749 -73.99553 40.76929 1
-73.97226 40.74638 -73.97349 40.75468 1
-73.9679 40.76852 -73.95947 40.77716 1
-74.00562 40.73827 -73.97989 40.7594 1
-73.95079 40.77928 -73.97136 40.74539 1
-73.92996 40.76732 -73.97724 40.75224 1
-73.98837 40.73178 -73.98512 40.7275 2
-73.96751 40.76634 -73.97675 40.75839 1
-73.98135 40.74435 -73.97269 40.75819 1
-74.00003 40.72535 -74.00684 40.75144 1
-74.01421 40.70434 -74.01158 40.70296 1
-73.9556 40.77934 -74.00715 40.74152 1
-74.00757 40.70927 -74.00983 40.70529 1
-73.97894 40.76234 -73.97405 40.75006 1
-74.01543 40.71034 -74.01357 40.70232 1
-73.98955 40.75112 -73.98714 40.75036 2
-73.94317 40.78953 -73.9242 40.80748 1
-73.95869 40.76404 -73.96803 40.76379 1
-73.98184 40.7637 -73.99266 40.73682 1
-73.96598 40.75801 -73.96473 40.7642 1
-73.97227 40.75633 -73.99013 40.75666 1
-73.97549 40.75407 -73.98358 40.74725 1
-73.97498 40.79058 -73.98203 40.77866 1
-73.97624 40.76233 -73.97112 40.76376 1
-73.9818 40.7555 -73.99127 40.75014 1
-73.97767 40.7771 -73.96993 40.79448 1
-74.00956 40.7214 -73.99764 40.72425 1
-74.00229 40.71481 -73.99382 40.72054 1
-73.98882 40.76375 -74.00501 40.7516 1
-73.99135 40.75542 -74.00276 40.76062 1
-73.968 40.77106 -73.96663 40.7591 1
-74.00511 40.72029 -74.00743 40.73033 1
-73.9774 40.7794 -73.97379 40.75857 1
-73.93589 40.74037 -73.93589 40.74037 1
-73.97769 40.74159 -73.98328 40.74372 1
-73.95557 40.77694 -73.95071 40.78327 1
-73.99676 40.75293 -73.9931 40.74386 1
-73.9798 40.74468 -73.98426 40.74017 1
-73.97733 40.7578 -73.97181 40.76532 1
-74.00495 40.74331 -73.99496 40.73989 1
-73.97795 40.75263 -73.98916 40.76945 1
-73.98943 40.76812 -73.97285 40.75788 1
-73.98269 40.73528 -74.00225 40.71679 1
-73.95404 40.81654 -73.96323 40.80388 2
-74.01082 40.72029 -74.01399 40.71406 2
-73.95538 40.78867 -73.97056 40.79488 1
-73.97601 40.75729 -73.98585 40.75808 1
-73.96663 40.794 -73.95903 40.8065 1
-73.97417 40.7524 -73.9715 40.75876 1
-73.97582 40.75073 -73.97874 40.74581 1
-73.95251 40.77232 -73.94514 40.7793 1
-73.95344 40.77946 -73.95824 40.77576 1
-74.00534 40.72286 -74.00432 40.74225 1
-73.99586 40.72443 -74.01012 40.72015 1
-73.96324 40.77766 -73.97297 40.76421 1
-73.96066 40.77002 -73.95431 40.78713 1
-73.95593 40.7821 -73.97901 40.77253 1
-73.98663 40.75556 -74.00275 40.71711 1
-73.97957 40.75203 -73.98831 40.74056 2
-73.96755 40.76591 -73.96439 40.77033 1
-74.0026 40.74472 -73.99741 40.72179 1
-74.0103 40.71178 -74.00017 40.72061 1
-73.99839 40.76145 -73.98665 40.76683 1
-73.99001 40.71434 -73.96323 40.72036 1
-73.9744 40.73691 -73.97067 40.74924 1
-73.86672 40.77145 -73.88551 40.77322 1
-74.00871 40.7193 -74.00764 40.73021 1
-73.99304 40.74309 -74.00632 40.74872 1
-73.99996 40.7615 -73.9833 40.75936 1
-73.97436 40.75429 -73.97782 40.75235 1
-73.98193 40.77351 -73.98155 40.76222 1
-74.00734 40.70649 -73.99602 40.7254 1
-73.98412 40.73829 -73.97616 40.74863 1
-73.98586 40.735 -73.97587 40.74908 1
-73.98309 40.73505 -73.98955 40.71879 2
-73.97604 40.74035 -73.9584 40.76465 1
-73.97009 40.7945 -73.9634 40.80356 1
-73.95598 40.77239 -73.95554 40.78259 1
-73.97085 40.79864 -73.97509 40.79291 1
-74.00098 40.73185 -74.01007 40.72012 2
-73.98613 40.72784 -73.99117 40.75484 1
-73.95605 40.78202 -73.9741 40.75702 1
-73.95686 40.76663 -73.98148 40.74636 1
-73.98236 40.74747 -73.95205 40.77288 1
-73.99645 40.73816 -73.99966 40.72559 2
-73.98865 40.74887 -73.98344 40.74461 1
-73.99578 40.76442 -73.98567 40.75872 1
-73.98363 40.75473 -73.99441 40.74586 1
-73.97688 40.74337 -73.98479 40.74265 3
-73.97401 40.76443 -73.99072 40.75053 1
-73.97517 40.75234 -73.98675 40.75134 1
-73.93568 40.76114 -73.94059 40.74947 1
-73.9914 40.77046 -73.98723 40.76446 1
-73.95337 40.76758 -73.97108 40.74609 2
-73.98228 40.74023 -73.99491 40.72741 1
-73.96866 40.78644 -73.98255 40.75924 1
-73.98048 40.68835 -73.97741 40.73844 1
-73.97931 40.76359 -73.97978 40.77278 1
-73.91303 40.7664 -73.92103 40.76675 1
-73.99499 40.76045 -73.98788 40.76987 1
-74.01325 40.70718 -74.00542 40.71988 1
-73.99155 40.74793 -73.9798 40.75753 2
-73.937 40.76462 -73.93698 40.76457 1
-73.98235 40.76802 -73.97658 40.75517 1
-73.98609 40.75299 -73.99822 40.73391 1
-73.9897 40.73553 -73.98791 40.7523 1
-73.98381 40.74683 -73.97569 40.76218 2
-73.98215 40.76963 -73.9877 40.75536 1
-73.99776 40.73584 -73.98646 40.73416 2
-73.98278 40.72133 -73.98684 40.74249 2
-73.9549 40.7773 -73.98011 40.76499 1
-74.01529 40.71616 -73.99354 40.72747 1
-73.95985 40.77653 -73.96606 40.79316 1
-73.96793 40.77147 -73.97544 40.75667 1
-74.00368 40.73839 -73.98933 40.74392 1
-73.99567 40.74369 -74.00522 40.73612 1
-73.98089 40.74721 -73.99162 40.73109 1
-73.94698 40.78016 -73.93897 40.80478 1
-73.99701 40.74174 -74.00037 40.73761 1
-73.99701 40.72255 -73.98904 40.717 1
-73.97561 40.78934 -73.99461 40.75047 1
-73.99243 40.75837 -73.98537 40.72445 1
-73.98393 40.76269 -73.99503 40.74 2
-73.97478 40.75583 -73.96148 40.76835 1
-73.97558 40.75263 -73.98494 40.74263 1
-73.98517 40.74628 -73.98431 40.74761 1
-73.95515 40.78262 -73.96326 40.76882 1
-73.97528 40.78969 -73.97424 40.79691 1
-73.97616 40.74384 -73.9797 40.7501 1
-73.98029 40.74509 -73.97274 40.75291 1
-73.95402 40.76631 -73.95641 40.76585 1
-73.95422 40.78444 -73.97359 40.78464 1
-73.94053 40.78902 -73.93736 40.80524 1
-73.93446 40.75345 -73.93449 40.75346 1
-73.99831 40.75017 -74.00497 40.74143 2
-73.99888 40.72146 -73.99428 40.74077 2
-73.97957 40.74476 -73.97369 40.75216 1
-73.97177 40.78186 -73.95736 40.77707 1
-73.99378 40.72722 -74.01374 40.71483 1
-73.99733 40.72184 -73.98882 40.74441 1
-73.9353 40.80056 -73.86124 40.76767 1
-73.92854 40.76335 -73.93621 40.75295 1
-73.98366 40.74689 -73.97508 40.75822 1
-73.97842 40.76645 -73.97385 40.7791 2
-73.98172 40.74948 -73.97794 40.76638 1
-73.96434 40.76473 -73.98042 40.75116 1
-73.98258 40.76743 -73.97473 40.76327 1
-73.97505 40.75584 -73.97263 40.75921 1
-73.95027 40.78376 -73.94978 40.78459 1
-73.98284 40.77183 -73.98131 40.76605 1
-73.98051 40.74835 -73.99092 40.73414 2
-73.96172 40.77672 -73.9517 40.76942 1
-73.95729 40.76606 -73.96175 40.75781 1
-73.97854 40.75414 -73.96435 40.76521 1
-73.99112 40.73975 -74.00986 40.73457 1
-73.97736 40.77926 -73.98241 40.77238 1
-73.96991 40.76237 -73.98214 40.7455 2
-73.99572 40.73884 -73.97865 40.75141 2
-73.98103 40.72531 -73.9813 40.73639 1
-73.9734 40.79275 -73.97629 40.7808 2
-73.9752 40.76509 -73.96163 40.77402 1
-73.97001 40.75657 -73.97064 40.75211 2
-73.95657 40.77131 -73.95436 40.76737 1
-73.96068 40.77827 -73.97379 40.74635 1
-73.98803 40.71878 -73.98838 40.72763 1
-74.01157 40.70219 -74.01144 40.7043 1
-73.97295 40.7471 -73.96858 40.75727 1
-73.9912 40.75013 -73.97459 40.76237 1
-73.98076 40.75915 -73.99715 40.75632 1
-73.94576 40.77343 -73.96819 40.76455 1
-74.00105 40.76181 -73.99107 40.75779 1
-73.94554 40.77791 -73.94585 40.79123 2
-73.95412 40.7662 -73.96818 40.75906 1
-74.00527 40.72847 -74.01376 40.71461 1
-73.95716 40.783 -73.96253 40.7728 1
-74.01462 40.70478 -74.00846 40.70364 2
-73.95146 40.77005 -73.97579 40.75771 1
-73.98994 40.73363 -74.007 40.70849 2
-73.98923 40.75301 -74.00861 40.71147 1
-73.97459 40.75569 -73.97059 40.76193 1
-73.97138 40.75374 -73.98064 40.75975 1
-73.97588 40.76363 -73.98272 40.75642 2
-73.95725 40.76843 -73.96741 40.76318 1
-73.99278 40.72988 -74.00636 40.71637 2
-73.99097 40.74891 -73.993 40.74377 2
-73.98152 40.72884 -73.98942 40.72155 1
-73.98251 40.7395 -73.9776 40.75943 1
-73.97263 40.75605 -74.00768 40.75163 2
-73.97898 40.76178 -74.00294 40.76039 1
-74.00625 40.73358 -74.0076 40.74273 1
-73.9595 40.7634 -73.97812 40.76318 2
-73.97652 40.76505 -73.98642 40.75688 1
-73.95493 40.76547 -73.98215 40.74755 1
-73.95655 40.77831 -73.98968 40.74173 1
-73.99959 40.73359 -73.98001 40.76399 1
-74.00014 40.74291 -73.99364 40.74071 1
-73.98574 40.75911 -74.00117 40.75717 1
-73.97546 40.75727 -73.97546 40.75728 1
-73.97828 40.75241 -73.96691 40.76665 1
-73.98138 40.74116 -73.98086 40.76069 1
-73.9766 40.74528 -73.98103 40.73068 1
-73.99395 40.73257 -74.00944 40.70512 1
-73.95947 40.78027 -73.97243 40.78122 1
-73.97716 40.75564 -73.98317 40.76198 1
-74.01019 40.72087 -74.00846 40.70393 1
-73.9591 40.79948 -73.96564 40.80715 2
-73.98172 40.7145 -73.98651 40.73863 1
-73.95387 40.76708 -73.97191 40.75403 1
-73.96827 40.76886 -73.96146 40.76368 1
-73.97304 40.7475 -73.97325 40.76281 1
-73.9591 40.77163 -73.95839 40.77799 2
-73.96454 40.76449 -73.99122 40.75131 1
-73.98193 40.77842 -73.97639 40.7883 1
-73.96093 40.77204 -73.97221 40.78153 2
-73.97511 40.75588 -73.97508 40.76336 2
-74.00473 40.74172 -73.99252 40.7637 1
-73.99883 40.75499 -73.98561 40.76693 1
-73.97456 40.78843 -73.96801 40.78706 1
-73.97226 40.76525 -73.9829 40.76922 2
-74.00921 40.71097 -74.00127 40.72527 1
-73.995 40.73391 -73.98597 40.74096 1
-73.97002 40.75244 -73.98997 40.75783 1
-74.0023 40.72823 -73.99183 40.74001 1
-73.9994 40.73374 -73.97994 40.76036 1
-73.95487 40.77779 -73.97543 40.7879 1
-73.96828 40.7672 -73.9753 40.7526 1
-73.96508 40.75589 -73.98489 40.73257 1
-73.96581 40.77104 -73.96967 40.76344 1
-73.96196 40.76861 -73.9624 40.77655 1
-73.97217 40.76081 -73.95567 40.77703 1
-73.99948 40.73855 -73.99102 40.75064 1
-73.97631 40.75618 -73.98044 40.76003 1
-74.00211 40.74773 -73.98853 40.74865 2
-73.98485 40.76902 -73.98001 40.76196 1
-73.98454 40.77957 -73.9919 40.76949 1
-73.99021 40.751 -74.00546 40.72691 1
-73.95213 40.77803 -73.95849 40.76056 1
-74.00533 40.73705 -73.99154 40.73986 1
-73.99746 40.7615 -73.99464 40.74953 1
-73.98044 40.75166 -73.97969 40.76045 1
-74.01356 40.71527 -74.00877 40.70702 1
-73.96932 40.78437 -73.98696 40.751 1
-73.99901 40.75478 -73.98732 40.77922 1
-73.96442 40.76468 -73.95544 40.76589 1
-73.98198 40.76286 -73.98164 40.75876 3
-73.99151 40.74466 -73.97524 40.75471 2
-73.98111 40.77928 -73.97274 40.79076 1
-73.96598 40.77028 -73.97019 40.76207 1
-73.99349 40.74689 -73.97781 40.74225 1
-73.96621 40.7541 -73.97572 40.7606 1
-73.95871 40.77536 -73.97115 40.75814 2
-73.99018 40.75601 -73.96461 40.77297 1
-73.97701 40.79025 -73.97379 40.78894 1
-73.97693 40.75355 -73.97119 40.76382 1
-73.97694 40.75555 -73.97787 40.75975 2
-73.98357 40.76219 -73.97639 40.75496 1
-73.96478 40.77127 -73.94754 40.77961 1
-74.01319 40.71608 -74.01023 40.7245 1
-73.99232 40.73807 -73.99926 40.75396 1
-73.99127 40.74984 -73.9869 40.74292 1
-73.97049 40.77971 -73.96844 40.76342 3
-73.98622 40.74609 -73.99183 40.72661 1
-73.97526 40.77723 -73.99127 40.74227 2
-73.94687 40.80602 -73.98749 40.77077 1
-73.99322 40.753 -74.01647 40.70563 1
-74.00813 40.74076 -73.97063 40.78592 1
-73.95017 40.77571 -73.97092 40.79672 1
-73.98203 40.74019 -73.97376 40.75161 1
-73.9744 40.76226 -73.95579 40.77625 2
-73.99207 40.7493 -73.99046 40.74082 1
-73.9966 40.74283 -73.99965 40.71777 1
-73.96588 40.75401 -73.97212 40.76212 1
-73.99476 40.73149 -74.00645 40.7216 1
-73.97935 40.74619 -73.98294 40.76141 1
-73.99533 40.74953 -73.99499 40.73312 1
-74.01591 40.71108 -74.00976 40.71575 1
-73.9787 40.78345 -73.97874 40.7894 1
-73.96462 40.76031 -73.96911 40.76418 2
-73.99942 40.73897 -74.00598 40.74449 2
-73.97475 40.74192 -73.98813 40.73789 2
-73.99409 40.75112 -73.97508 40.75015 1
-73.9675 40.75645 -73.97731 40.75189 1
-73.97781 40.78302 -73.99673 40.76694 1
-73.98583 40.72669 -73.99674 40.72872 1
-74.01654 40.70912 -73.98968 40.744 1
-73.9854 40.74165 -73.95679 40.77497 2
-73.98362 40.74429 -73.99232 40.75158 1
-73.9856 40.75975 -73.97078 40.75846 1
-73.98945 40.73606 -74.00431 40.71859 1
-73.98766 40.73861 -73.98465 40.74949 1
-73.97175 40.75089 -73.87096 40.77406 1
-73.97725 40.75234 -73.98274 40.76366 1
-73.96989 40.76571 -73.95902 40.7635 1
-74.00701 40.71601 -74.00063 40.7299 2
-73.98265 40.76779 -73.97275 40.755 1
-73.99224 40.73014 -73.98613 40.75214 1
-73.9655 40.79066 -73.9491 40.78506 1
-73.99418 40.75088 -73.98607 40.75988 1
-73.9565 40.76293 -73.97107 40.75152 1
-74.00299 40.76041 -73.98094 40.75983 1
-73.96111 40.76925 -73.96124 40.77198 1
-73.9636 40.75735 -73.96341 40.76829 2
-73.98296 40.73894 -73.97679 40.73941 1
-73.98962 40.74015 -74.01723 40.70523 1
-73.98425 40.76068 -73.97324 40.7644 1
-73.95739 40.78043 -73.94726 40.79667 1
-73.98215 40.77557 -73.96088 40.77667 1
-73.99045 40.75613 -73.97763 40.75194 2
-73.98789 40.71863 -74.00055 40.7211 1
-73.99189 40.75574 -74.00089 40.75734 2
-73.95443 40.77816 -73.96499 40.7911 2
-73.9828 40.78209 -73.96819 40.78736 1
-73.9693 40.7574 -73.96593 40.76462 1
-73.99308 40.73671 -74.01437 40.71394 1
-73.98994 40.74709 -73.98195 40.75846 1
-73.97083 40.75847 -73.97956 40.76052 1
-73.97189 40.79712 -73.9795 40.78156 1
-73.97552 40.76133 -73.98107 40.75352 2
-73.95982 40.77372 -73.95179 40.76641 1
-73.99165 40.7497 -74.00175 40.75629 1
-73.9894 40.74171 -73.99167 40.7489 1
-73.95073 40.77948 -73.93839 40.80485 1
-73.98551 40.75892 -74.00113 40.7579 1
-73.97914 40.74709 -73.98342 40.75514 3
-73.99345 40.74178 -73.99098 40.75871 1
-73.96262 40.79908 -73.94479 40.78767 3
-73.99497 40.72791 -73.97951 40.76543 2
-73.97053 40.79675 -73.98496 40.76354 1
-73.9871 40.7714 -73.97484 40.78336 1
-73.9613 40.76028 -73.98435 40.74744 1
-73.98191 40.74604 -73.98091 40.75967 1
-74.00816 40.73793 -74.00851 40.73373 1
-74.01441 40.71697 -74.00526 40.72112 1
-73.95415 40.78704 -73.91464 40.78553 1
-73.95796 40.76504 -73.95261 40.77227 1
-73.9493 40.78126 -73.95108 40.77511 1
-73.97247 40.75642 -73.99126 40.75018 1
-73.99718 40.75543 -73.98713 40.76041 1
-73.98448 40.78005 -73.96972 40.75988 1
-74.0065 40.74455 -73.99358 40.73311 1
-73.97754 40.75015 -73.98131 40.74618 1
-73.99796 40.75103 -74.00083 40.75756 1
-73.97575 40.75534 -73.96467 40.77004 1
-73.99063 40.75785 -74.00266 40.76063 1
-73.9752 40.73307 -74.01301 40.71905 3
-73.98237 40.73991 -73.97054 40.75609 3
-73.99764 40.72253 -74.00819 40.72963 1
-73.98642 40.7619 -73.97747 40.75076 1
-73.98823 40.76463 -73.99556 40.76236 1
-73.97646 40.75802 -73.99773 40.75167 2
-73.97778 40.74906 -73.98057 40.73795 1
-73.95303 40.78008 -73.95068 40.79219 1
-73.96992 40.75991 -73.97648 40.75146 2
-73.95137 40.7701 -73.97185 40.78216 1
-73.98191 40.78037 -73.98244 40.76815 1
-73.96162 40.76281 -73.98386 40.75245 1
-73.99166 40.75002 -73.98226 40.75565 1
-73.98222 40.76218 -74.00068 40.75836 1
-74.00992 40.71481 -73.99071 40.70283 1
-73.98101 40.76439 -73.98903 40.75333 1
-73.98465 40.76122 -73.98171 40.76725 1
-73.97871 40.73707 -73.97665 40.72698 1
-73.97245 40.74508 -73.94492 40.75001 1
-73.96117 40.75953 -73.99869 40.7321 1
-73.98606 40.75245 -73.97247 40.74651 1
-73.94535 40.77856 -73.95473 40.78838 1
-73.99121 40.75013 -74.0021 40.75593 1
-73.97034 40.75849 -73.96368 40.7714 1
-73.95377 40.77941 -73.95693 40.7862 1
-73.98825 40.74816 -74.00556 40.75103 1
-74.01083 40.71892 -73.99279 40.74304 1
-73.98781 40.73832 -73.98921 40.7528 1
-73.93748 40.76492 -73.93723 40.76487 1
-74.00841 40.73944 -73.97815 40.75439 1
-73.97156 40.74635 -73.96468 40.76966 1
-73.98209 40.76173 -73.99153 40.73178 1
-73.96532 40.76902 -73.95824 40.78171 1
-73.90209 40.77011 -73.91107 40.77591 1
-73.99546 40.73936 -73.99068 40.75178 1
-73.95537 40.77955 -73.97732 40.75804 1
-74.00307 40.74921 -73.99512 40.76 1
-74.01 40.70535 -74.00966 40.70627 1
-73.94894 40.78153 -73.9742 40.78733 1
-73.97475 40.74202 -73.99807 40.73196 1
-74.00156 40.73088 -74.00545 40.72777 1
-73.9719 40.76566 -73.97955 40.75483 1
-73.95721 40.78011 -73.94271 40.79938 1
-73.98132 40.74401 -73.9789 40.75304 1
-73.98267 40.76295 -74.00046 40.72391 1
-73.97487 40.75199 -74.01418 40.71186 1
-73.98761 40.76044 -74.00111 40.75731 1
-73.96487 40.75979 -73.97864 40.74085 1
-73.98255 40.77581 -73.95704 40.78328 1
-73.97251 40.74492 -73.96575 40.75449 1
-73.96439 40.75619 -73.97303 40.75923 2
-74.006 40.73587 -73.993 40.73746 1
-73.97578 40.74497 -74.00997 40.72143 1
-73.96303 40.76682 -73.9496 40.76854 1
-73.95295 40.76795 -73.97304 40.75939 1
-73.99888 40.73993 -73.99271 40.73039 1
-73.97312 40.67761 -73.98541 40.73894 1
-73.96746 40.76117 -73.9799 40.76048 1
-74.00285 40.76046 -73.99892 40.73832 1
-73.95398 40.77293 -73.95889 40.76821 2
-73.97189 40.76259 -73.98837 40.75391 1
-73.96306 40.76936 -73.97402 40.75441 1
-73.97311 40.79284 -73.98207 40.77813 1
-73.99146 40.74986 -73.98573 40.75401 1
-73.9782 40.75191 -73.98342 40.76498 1
-73.98605 40.72649 -73.98998 40.73689 1
